 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
21317,4893,46,862.329,722.445,0,0.918,1.600,3.170,6.962,16.490,0.024
21318,4894,45,827.812,722.769,0,0.754,1.343,2.270,4.255,8.683,0.105
21319,4894,46,830.380,719.398,0,0.810,1.480,2.751,5.695,12.819,0.089
21320,4895,45,851.126,732.539,0,0.867,1.343,2.266,4.229,8.565,0.101
21321,4895,46,849.291,731.399,0,1.101,1.273,2.034,3.568,6.757,0.019
21322,4895,47,846.866,731.389,0,1.303,1.472,2.695,5.451,11.900,0.023
21323,4895,48,846.384,729.665,0,0.668,1.250,2.019,3.646,7.247,0.028
21324,4896,45,453.581,742.664,0,0.791,1.457,2.652,5.353,11.709,0.112
21325,4896,46,450.480,745.867,0,1.739,1.378,2.372,4.489,9.158,0.006
21326,4896,47,453.189,744.213,0,1.028,1.460,2.676,5.466,12.152,0.068
21327,4896,48,451.274,745.165,0,1.088,1.524,2.889,6.071,13.784,0.049
21328,4896,49,453.299,746.153,0,1.544,1.475,2.725,5.606,12.547,0.011
21329,4896,50,453.233,743.917,0,1.038,1.484,2.761,5.705,12.776,0.067
21330,4897,45,837.509,753.866,0,1.028,1.397,2.437,4.684,9.719,0.078
21331,4897,46,836.296,751.866,0,0.936,1.557,2.989,6.327,14.409,0.063
21332,4897,47,837.278,753.714,0,1.202,1.492,2.770,5.688,12.615,0.031
21333,4897,48,832.365,753.333,0,0.820,1.409,2.460,4.714,9.696,0.128
21334,4898,45,378.061,756.719,0,0.855,1.364,2.356,4.535,9.529,0.127
21335,4898,46,378.196,756.358,0,0.745,1.501,2.849,6.055,14.016,0.062
21336,4899,45,437.863,763.647,0,1.058,1.563,2.993,6.321,14.378,0.040
21337,4899,46,439.204,763.110,0,0.640,1.336,2.275,4.308,8.889,0.066
21338,4899,47,442.478,761.628,0,1.370,1.534,2.908,6.090,13.763,0.019
21339,4899,48,442.463,759.995,0,0.698,1.357,2.315,4.359,8.880,0.112
21340,4900,45,480.926,771.780,0,0.844,1.479,2.792,5.902,13.604,0.107
21341,4900,46,481.250,775.880,0,1.168,1.467,2.685,5.458,12.039,0.045
21342,4900,47,480.643,777.217,0,1.360,1.458,2.715,5.698,13.115,0.019
21343,4901,45,755.580,785.549,0,0.858,1.409,2.463,4.758,9.955,0.134
21344,4901,46,755.644,785.252,0,0.693,1.428,2.587,5.261,11.721,0.072
21345,4902,45,908.905,788.019,0,1.133,1.415,2.515,4.956,10.581,0.060
21346,4902,46,907.288,789.210,0,1.032,1.350,2.281,4.235,8.468,0.078
21347,4902,47,906.117,790.020,0,0.833,1.444,2.632,5.339,11.766,0.097
21348,4903,45,201.810,791.710,0,0.672,1.370,2.378,4.622,9.854,0.092
21349,4903,46,201.396,790.750,0,0.715,1.381,2.412,4.693,9.966,0.105
21350,4904,45,389.179,791.261,0,1.457,1.478,2.720,5.542,12.208,0.009
21351,4904,46,384.669,792.590,0,1.166,1.633,3.281,7.277,17.341,0.011
21352,4905,45,326.288,795.191,0,0.948,1.371,2.347,4.423,9.000,0.098
21353,4905,46,326.611,795.486,0,1.695,1.336,2.230,4.094,8.107,0.009
21354,4905,47,328.271,796.668,0,1.311,1.338,2.232,4.073,7.967,0.035
21355,4905,48,326.288,795.538,0,1.446,1.362,2.347,4.500,9.413,0.017
21356,4906,45,633.570,801.705,0,0.861,1.475,2.722,5.565,12.308,0.119
21357,4906,46,635.359,805.525,0,2.381,1.501,2.797,5.781,12.943,0.004
21358,4906,47,635.472,803.031,0,1.509,1.581,3.065,6.539,14.979,0.007
21359,4906,48,635.781,801.474,0,0.720,1.505,2.854,6.030,13.817,0.053
21360,4907,45,566.496,801.504,0,1.053,1.552,2.987,6.362,14.629,0.041
21361,4907,46,568.453,802.905,0,0.655,1.425,2.592,5.248,11.550,0.055
21362,4907,47,568.438,802.502,0,0.688,1.338,2.276,4.298,8.849,0.094
21363,4908,45,767.625,803.689,0,0.917,1.408,2.458,4.718,9.757,0.119
21364,4908,46,766.787,802.720,0,1.017,1.523,2.876,6.005,13.544,0.066
21365,4909,45,695.189,810.553,0,1.239,1.381,2.371,4.463,9.032,0.039
21366,4909,46,693.953,810.091,0,1.064,1.417,2.523,4.993,10.741,0.066
21367,4909,47,691.613,810.167,0,0.845,1.542,2.943,6.205,14.091,0.072
21368,4909,48,695.114,810.405,0,0.850,1.427,2.561,5.142,11.295,0.123
21369,4910,45,407.663,820.769,0,1.099,1.431,2.549,4.994,10.531,0.068
21370,4910,46,407.804,818.622,0,1.058,1.378,2.388,4.574,9.484,0.079
21371,4910,47,406.776,816.932,0,1.694,1.377,2.369,4.503,9.269,0.009
21372,4910,48,407.367,816.975,0,1.884,1.363,2.326,4.369,8.852,0.011
21373,4911,45,420.881,823.379,0,0.771,1.327,2.236,4.211,8.697,0.097
21374,4911,46,421.846,819.809,0,0.661,1.380,2.378,4.508,9.204,0.083
21375,4911,47,423.498,820.381,0,0.687,1.410,2.516,4.987,10.733,0.073
21376,4912,45,474.446,834.900,0,1.030,1.594,3.142,6.848,16.083,0.030
21377,4912,46,474.347,830.811,0,1.234,1.423,2.515,4.899,10.300,0.043
21378,4912,47,472.898,831.676,0,1.169,1.364,2.319,4.329,8.694,0.060
21379,4912,48,468.363,831.706,0,1.004,1.458,2.665,5.418,11.951,0.079
21380,4913,45,464.022,842.478,0,0.711,1.368,2.368,4.547,9.494,0.112
21381,4913,46,464.791,841.622,0,1.005,1.408,2.481,4.856,10.328,0.083
21382,4913,47,468.409,842.790,0,1.003,1.530,2.880,5.984,13.401,0.066
21383,4913,48,468.241,845.673,0,1.157,1.351,2.297,4.316,8.783,0.042
21384,4914,45,421.570,852.607,0,1.021,1.427,2.588,5.257,11.678,0.084
21385,4914,46,421.615,854.240,0,1.375,1.400,2.465,4.809,10.171,0.030
21386,4914,47,423.809,856.091,0,1.075,1.402,2.483,4.899,10.527,0.062
21387,4914,48,424.334,855.505,0,1.579,1.324,2.179,3.917,7.541,0.010
21388,4914,49,423.116,857.612,0,1.004,1.420,2.534,5.024,10.815,0.097
21389,4914,50,425.768,854.477,0,1.073,1.341,2.234,4.068,7.939,0.059
21390,4915,45,496.145,856.831,0,0.779,1.404,2.461,4.755,9.911,0.132
21391,4915,46,496.838,858.743,0,1.394,1.416,2.511,4.926,10.457,0.026
21392,4915,47,500.040,858.961,0,1.236,1.446,2.603,5.167,11.056,0.030
21393,4916,45,466.564,857.126,0,1.070,1.285,2.081,3.693,7.050,0.034
21394,4916,46,467.051,857.693,0,1.178,1.358,2.328,4.438,9.214,0.059
21395,4916,47,470.564,857.934,0,0.667,1.311,2.148,3.860,7.464,0.060
21396,4916,48,469.364,862.648,0,0.965,1.459,2.676,5.463,12.096,0.089
21397,4916,49,469.745,858.815,0,0.990,1.297,2.112,3.782,7.319,0.042
21398,4917,45,780.995,867.295,0,1.196,1.482,2.743,5.626,12.484,0.038
21399,4917,46,780.899,868.028,0,0.953,1.524,2.878,5.993,13.435,0.079
21400,4917,47,782.387,867.780,0,0.832,1.508,2.817,5.790,12.789,0.089
21401,4918,45,280.079,882.332,0,0.743,1.362,2.343,4.453,9.150,0.120
21402,4918,46,277.811,882.532,0,1.270,1.534,2.890,6.000,13.400,0.020
21403,4918,47,276.965,883.571,0,0.880,1.382,2.416,4.705,10.006,0.122
21404,4918,48,276.454,882.099,0,0.998,1.518,2.836,5.840,12.944,0.070
21405,4918,49,276.738,883.655,0,0.960,1.322,2.234,4.223,8.764,0.082
21406,4918,50,275.763,884.060,0,1.191,1.375,2.393,4.641,9.829,0.053
21407,4918,51,275.153,884.909,0,1.699,1.383,2.387,4.543,9.345,0.014
21408,4918,52,275.555,884.727,0,1.502,1.401,2.435,4.650,9.543,0.021
21409,4918,53,274.697,885.159,0,1.308,1.227,1.912,3.278,6.090,0.008
21410,4918,54,275.223,885.321,0,1.086,1.305,2.134,3.843,7.487,0.047
21411,4918,55,274.407,884.659,0,0.879,1.495,2.797,5.795,12.947,0.093
21412,4918,56,275.806,885.338,0,0.838,1.341,2.277,4.281,8.736,0.090
21413,4918,57,276.346,884.013,0,0.869,1.415,2.502,4.893,10.355,0.141
21414,4919,45,874.187,882.556,0,1.049,1.295,2.087,3.672,6.916,0.037
21415,4919,46,874.179,882.527,0,0.988,1.298,2.122,3.833,7.520,0.048
21416,4920,45,821.091,885.280,0,1.300,1.574,3.066,6.593,15.261,0.008
21417,4920,46,822.415,886.179,0,0.827,1.436,2.561,5.068,10.895,0.107
21418,4921,45,821.818,892.095,0,1.090,1.475,2.710,5.517,12.158,0.061
21419,4921,46,821.464,894.146,0,1.545,1.499,2.766,5.622,12.294,0.012
21420,4921,47,820.847,893.405,0,1.247,1.358,2.313,4.356,8.901,0.047
21421,4921,48,820.898,893.115,0,1.069,1.339,2.255,4.189,8.413,0.047
21422,4921,49,820.821,893.364,0,1.211,1.286,2.074,3.664,6.963,0.020
21423,4921,50,820.807,893.540,0,1.340,1.295,2.104,3.733,7.096,0.018
21424,4921,51,820.505,893.014,0,1.309,1.387,2.412,4.633,9.625,0.031
21425,4921,52,820.377,893.455,0,1.357,1.291,2.080,3.658,6.890,0.014
21426,4921,53,820.084,893.486,0,1.508,1.296,2.109,3.772,7.288,0.013
21427,4921,54,820.147,893.076,0,1.254,1.445,2.604,5.184,11.149,0.038
21428,4921,55,820.545,891.246,0,0.875,1.383,2.407,4.634,9.660,0.130
21429,4921,56,820.631,891.544,0,1.259,1.349,2.273,4.214,8.425,0.033
21430,4921,57,820.861,891.081,0,0.750,1.461,2.696,5.528,12.288,0.093
21431,4921,58,820.745,891.648,0,0.841,1.393,2.438,4.732,9.970,0.131
21432,4921,59,821.155,891.559,0,1.328,1.362,2.320,4.350,8.790,0.032
21433,4921,60,820.869,891.994,0,1.307,1.385,2.418,4.674,9.790,0.032
21434,4921,61,820.673,892.006,0,1.358,1.401,2.464,4.792,10.076,0.030
21435,4921,62,819.917,892.821,0,1.428,1.471,2.680,5.383,11.663,0.017
21436,4921,63,820.410,893.146,0,1.883,1.375,2.369,4.508,9.287,0.007
21437,4921,64,821.320,892.608,0,1.561,1.371,2.358,4.488,9.264,0.025
21438,4921,65,820.413,893.574,0,1.427,1.330,2.195,3.952,7.610,0.017
21439,4921,66,820.144,893.081,0,1.960,1.419,2.523,4.963,10.567,0.012
21440,4921,67,819.730,893.578,0,1.872,1.396,2.426,4.651,9.633,0.009
21441,4922,45,558.729,904.694,0,0.839,1.493,2.781,5.733,12.764,0.110
21442,4922,46,560.441,904.147,0,1.198,1.460,2.658,5.349,11.627,0.041
21443,4922,47,560.635,905.518,0,0.754,1.434,2.579,5.149,11.173,0.091
21444,4923,45,903.179,911.540,0,0.851,1.481,2.737,5.600,12.393,0.118
21445,4923,46,902.199,911.268,0,0.821,1.393,2.456,4.836,10.411,0.117
21446,4924,45,319.414,924.398,0,1.701,1.689,3.421,7.569,17.845,0.002
21447,4924,46,317.066,926.319,0,0.981,1.580,3.113,6.817,16.138,0.033
21448,4925,45,719.423,924.509,0,0.810,1.490,2.769,5.687,12.590,0.107
21449,4925,46,719.682,924.534,0,1.097,1.395,2.404,4.535,9.177,0.071
21450,4925,47,719.627,922.971,0,0.827,1.485,2.762,5.701,12.738,0.090
21451,4926,45,684.393,933.346,0,1.183,1.544,2.986,6.409,14.862,0.024
21452,4926,46,684.899,934.443,0,1.233,1.425,2.587,5.270,11.754,0.039
21453,4927,45,816.730,959.550,0,0.883,1.573,3.038,6.471,14.821,0.044
21454,4927,46,814.329,961.792,0,1.046,1.680,3.419,7.616,18.110,0.008
21455,4928,45,228.831,960.192,0,0.736,1.424,2.515,4.901,10.321,0.107
21456,4928,46,231.218,962.588,0,0.952,1.550,2.953,6.199,13.983,0.069
21457,4928,47,234.670,961.596,0,0.799,1.252,1.978,3.428,6.408,0.025
21458,4928,48,236.468,962.715,0,0.646,1.352,2.319,4.425,9.207,0.101
21459,4929,45,278.759,965.731,0,1.120,1.440,2.601,5.217,11.363,0.064
21460,4929,46,277.520,962.999,0,0.658,1.238,1.962,3.414,6.402,0.028
21461,4930,45,545.030,976.382,0,1.229,1.527,2.895,6.069,13.726,0.025
21462,4930,46,548.139,974.614,0,1.540,1.452,2.683,5.573,12.688,0.012
21463,4931,45,238.334,977.214,0,0.752,1.307,2.155,3.913,7.687,0.075
21464,4931,46,240.350,976.433,0,0.813,1.373,2.381,4.599,9.706,0.112
21465,4931,47,241.012,977.768,0,0.704,1.401,2.450,4.717,9.785,0.091
21466,4931,48,244.554,976.454,0,0.702,1.385,2.391,4.547,9.324,0.125
21467,4932,45,318.521,977.902,0,0.737,1.359,2.305,4.300,8.650,0.111
21468,4932,46,317.533,979.026,0,0.852,1.444,2.650,5.437,12.167,0.097
21469,4933,45,588.451,985.868,0,0.635,1.400,2.518,5.069,11.161,0.052
21470,4933,46,587.917,985.589,0,0.784,1.518,2.858,5.955,13.398,0.074
21471,4933,47,592.805,985.339,0,0.796,1.418,2.493,4.835,10.125,0.115
21472,4934,45,732.321,986.560,0,0.630,1.245,1.947,3.329,6.124,0.027
21473,4934,46,732.229,987.305,0,0.742,1.386,2.434,4.753,10.121,0.113
21474,4935,45,214.157,992.064,0,0.727,1.375,2.338,4.357,8.716,0.114
21475,4935,46,214.262,992.160,0,1.057,1.387,2.390,4.522,9.200,0.079
21476,4935,47,214.604,991.614,0,1.185,1.335,2.270,4.318,9.029,0.054
21477,4935,48,213.559,990.775,0,1.050,1.262,2.015,3.544,6.752,0.019
21478,4935,49,214.283,991.978,0,1.151,1.311,2.180,4.024,8.089,0.038
21479,4935,50,214.796,990.924,0,0.635,1.314,2.263,4.434,9.669,0.077
21480,4935,51,214.753,991.055,0,0.741,1.301,2.207,4.245,9.070,0.082
21481,4936,45,561.642,1003.993,0,0.838,1.407,2.473,4.802,10.086,0.135
21482,4936,46,561.220,1007.245,0,0.744,1.531,2.946,6.309,14.641,0.044
21483,4936,47,561.372,1010.044,0,0.915,1.492,2.761,5.653,12.509,0.090
21484,4937,45,877.939,1007.571,0,0.755,1.494,2.806,5.834,13.086,0.076
21485,4937,46,874.759,1007.634,0,1.182,1.516,2.836,5.859,13.061,0.035
21486,4937,47,878.968,1008.472,0,0.717,1.451,2.655,5.400,11.916,0.063
21487,4937,48,876.133,1009.358,0,1.084,1.714,3.535,7.957,19.059,0.005
21488,4938,45,877.436,1023.316,0,0.452,1.153,1.985,3.982,9.022,0.007
21489,4938,46,878.600,1023.363,0,0.535,1.166,2.066,4.281,9.999,0.028
21490,4938,47,880.269,1023.030,0,0.514,1.366,2.492,5.137,11.647,0.011
21491,4938,48,879.636,1022.568,0,0.437,1.301,2.218,4.352,9.616,0.013
21492,4939,46,21.825,120.044,0,0.791,1.428,2.553,5.050,10.807,0.107
21493,4939,47,21.537,120.267,0,0.851,1.331,2.231,4.125,8.259,0.102
21494,4940,46,549.740,129.666,0,1.063,1.337,2.237,4.115,8.173,0.069
21495,4940,47,549.750,129.414,0,1.078,1.367,2.317,4.306,8.595,0.074
21496,4940,48,550.327,129.697,0,0.859,1.370,2.344,4.410,8.931,0.098
21497,4940,49,550.738,129.189,0,0.648,1.353,2.331,4.489,9.462,0.070
21498,4941,46,922.463,162.777,0,0.881,1.557,2.974,6.257,14.146,0.068
21499,4941,47,922.994,164.025,0,1.068,1.474,2.743,5.692,12.842,0.057
21500,4942,46,680.871,177.032,0,1.089,1.575,3.068,6.612,15.359,0.028
21501,4942,47,680.553,177.749,0,0.999,1.560,3.003,6.381,14.602,0.054
21502,4943,46,971.522,202.344,0,1.023,1.394,2.440,4.729,9.937,0.083
21503,4943,47,972.119,203.191,0,1.063,1.413,2.502,4.901,10.398,0.063
21504,4943,48,974.643,200.545,0,0.915,1.530,2.908,6.134,14.001,0.072
21505,4943,49,974.261,201.056,0,0.852,1.544,2.962,6.290,14.408,0.043
21506,4944,46,120.386,224.052,0,0.756,1.406,2.480,4.854,10.319,0.114
21507,4944,47,119.574,223.314,0,0.811,1.534,2.930,6.221,14.321,0.066
21508,4944,48,119.775,222.486,0,0.767,1.470,2.692,5.472,12.056,0.107
21509,4945,46,497.879,248.749,0,1.204,1.416,2.512,4.919,10.399,0.046
21510,4945,47,496.678,247.557,0,1.128,1.516,2.807,5.695,12.374,0.041
21511,4945,48,496.334,249.389,0,1.358,1.572,3.048,6.527,15.046,0.012
21512,4946,46,834.970,260.103,0,0.988,1.484,2.741,5.597,12.330,0.079
21513,4946,47,832.868,260.583,0,0.965,1.575,3.078,6.677,15.655,0.044
21514,4946,48,831.357,264.262,0,0.756,1.418,2.490,4.807,9.983,0.131
21515,4947,46,750.588,268.983,0,0.959,1.549,3.030,6.624,15.723,0.051
21516,4947,47,749.517,268.041,0,1.012,1.564,3.068,6.692,15.781,0.040
21517,4947,48,749.484,267.236,0,0.915,1.496,2.770,5.673,12.533,0.093
21518,4947,49,751.415,268.209,0,1.090,1.606,3.146,6.766,15.600,0.023
21519,4947,50,750.952,267.453,0,1.396,1.480,2.729,5.573,12.306,0.028
21520,4947,51,753.398,266.313,0,1.115,1.579,3.072,6.594,15.229,0.024
21521,4948,46,268.021,290.289,0,1.017,1.425,2.556,5.109,11.134,0.072
21522,4948,47,272.229,288.044,0,1.294,1.345,2.273,4.234,8.525,0.039
21523,4949,46,803.608,374.040,0,0.759,1.311,2.181,4.023,8.079,0.072
21524,4949,47,803.534,375.026,0,0.811,1.345,2.279,4.269,8.666,0.118
21525,4949,48,802.699,375.357,0,0.767,1.277,2.073,3.719,7.257,0.035
21526,4949,49,802.838,374.858,0,0.655,1.359,2.332,4.431,9.127,0.074
21527,4949,50,802.622,375.946,0,0.655,1.333,2.265,4.277,8.800,0.086
21528,4949,51,802.724,376.095,0,0.623,1.319,2.237,4.226,8.719,0.058
21529,4949,52,802.845,375.988,0,0.848,1.332,2.241,4.167,8.388,0.100
21530,4949,53,803.276,375.840,0,0.654,1.274,2.049,3.607,6.813,0.037
21531,4949,54,802.520,376.351,0,0.885,1.289,2.104,3.805,7.507,0.053
21532,4949,55,802.940,376.145,0,0.839,1.473,2.732,5.641,12.650,0.105
21533,4950,46,167.630,405.916,0,0.848,1.543,2.945,6.206,14.091,0.073
21534,4950,47,165.403,407.272,0,0.854,1.481,2.714,5.488,11.964,0.093
21535,4950,48,165.790,408.175,0,0.778,1.395,2.446,4.739,9.924,0.132
21536,4951,46,449.028,439.157,0,1.017,1.476,2.733,5.629,12.587,0.073
21537,4951,47,448.985,439.015,0,0.821,1.490,2.792,5.805,13.061,0.088
21538,4952,46,547.673,447.834,0,0.785,1.398,2.468,4.849,10.369,0.118
21539,4952,47,546.491,444.748,0,0.790,1.487,2.739,5.578,12.274,0.081
21540,4953,46,480.913,448.391,0,0.725,1.357,2.322,4.395,9.026,0.096
21541,4953,47,480.648,448.156,0,0.691,1.333,2.230,4.108,8.177,0.088
21542,4953,48,480.518,448.301,0,0.770,1.232,1.919,3.271,6.000,0.016
21543,4953,49,480.797,448.974,0,0.903,1.363,2.355,4.536,9.531,0.123
21544,4953,50,480.321,449.046,0,0.949,1.285,2.077,3.670,6.945,0.040
21545,4953,51,479.859,449.232,0,0.795,1.275,2.047,3.593,6.758,0.042
21546,4953,52,480.224,449.341,0,0.904,1.240,1.937,3.310,6.089,0.014
21547,4953,53,480.205,449.474,0,0.820,1.290,2.071,3.631,6.817,0.043
21548,4953,54,480.225,449.092,0,0.917,1.314,2.218,4.198,8.733,0.076
21549,4953,55,480.316,449.190,0,0.653,1.155,1.699,2.735,4.773,0.005
21550,4953,56,480.296,449.016,0,0.578,1.253,2.013,3.577,6.920,0.028
21551,4953,57,480.220,449.776,0,1.014,1.288,2.086,3.716,7.156,0.030
21552,4953,58,479.542,450.047,0,0.996,1.314,2.180,4.005,8.008,0.051
21553,4953,59,479.249,450.224,0,0.790,1.365,2.371,4.587,9.675,0.125
21554,4953,60,477.920,449.343,0,0.740,1.278,2.057,3.635,6.915,0.052
21555,4953,61,477.405,448.831,0,0.794,1.248,1.961,3.370,6.232,0.026
21556,4953,62,477.701,449.088,0,0.851,1.507,2.866,6.057,13.851,0.089
21557,4953,63,477.262,450.517,0,0.935,1.340,2.251,4.169,8.350,0.073
21558,4953,64,478.197,449.915,0,0.619,1.261,2.016,3.550,6.768,0.025
21559,4953,65,479.452,450.686,0,1.121,1.422,2.545,5.079,11.048,0.065
21560,4953,66,478.737,450.183,0,0.823,1.361,2.332,4.430,9.140,0.104
21561,4953,67,478.451,450.487,0,1.060,1.287,2.072,3.643,6.862,0.028
21562,4953,68,477.999,450.396,0,0.703,1.233,1.951,3.422,6.562,0.017
21563,4953,69,477.961,450.806,0,0.679,1.295,2.163,4.035,8.241,0.062
21564,4953,70,478.654,451.068,0,0.640,1.250,1.988,3.475,6.547,0.027
21565,4953,71,477.440,451.150,0,0.870,1.298,2.124,3.814,7.378,0.055
21566,4953,72,477.581,451.956,0,1.307,1.486,2.743,5.603,12.363,0.034
21567,4953,73,477.373,450.937,0,0.832,1.234,1.928,3.299,6.076,0.018
21568,4953,74,477.295,450.583,0,1.009,1.323,2.193,3.996,7.846,0.050
21569,4953,75,477.248,449.881,0,1.063,1.371,2.358,4.486,9.258,0.063
21570,4953,76,476.293,449.758,0,0.840,1.285,2.082,3.703,7.089,0.039
21571,4953,77,477.484,450.500,0,0.830,1.275,2.033,3.539,6.611,0.030
21572,4953,78,477.491,450.574,0,1.039,1.263,2.009,3.495,6.530,0.013
21573,4953,79,477.252,450.662,0,1.085,1.388,2.417,4.658,9.732,0.068
21574,4953,80,477.359,450.857,0,0.634,1.311,2.220,4.231,8.879,0.050
21575,4953,81,476.193,450.496,0,1.156,1.574,3.086,6.726,15.861,0.025
21576,4953,82,474.654,450.325,0,1.632,1.591,3.129,6.817,16.015,0.004
21577,4953,83,476.953,449.889,0,0.805,1.339,2.286,4.351,9.049,0.094
21578,4953,84,476.937,450.714,0,0.832,1.304,2.169,4.008,8.082,0.059
21579,4953,85,476.419,450.695,0,0.777,1.203,1.870,3.262,6.321,0.009
21580,4953,86,476.639,450.617,0,0.722,1.241,1.943,3.336,6.185,0.019
21581,4953,87,476.787,450.403,0,0.973,1.352,2.316,4.411,9.169,0.084
21582,4953,88,476.598,450.799,0,0.953,1.288,2.077,3.679,7.041,0.041
21583,4953,89,476.199,451.212,0,0.981,1.271,2.050,3.658,7.115,0.032
21584,4953,90,477.176,450.896,0,0.930,1.314,2.186,4.008,7.938,0.053
21585,4953,91,475.912,450.264,0,1.238,1.377,2.382,4.555,9.433,0.052
21586,4953,92,476.632,449.529,0,1.171,1.347,2.299,4.372,9.089,0.045
21587,4953,93,475.900,449.079,0,0.760,1.382,2.390,4.564,9.421,0.127
21588,4953,94,475.996,448.387,0,0.636,1.270,2.058,3.708,7.313,0.036
21589,4954,46,923.629,452.812,0,0.629,1.289,2.118,3.856,7.644,0.051
21590,4954,47,922.994,452.490,0,0.704,1.352,2.328,4.477,9.417,0.103
21591,4955,46,413.451,453.565,0,0.937,1.535,2.910,6.094,13.761,0.078
21592,4955,47,411.184,454.642,0,0.941,1.513,2.855,5.953,13.391,0.083
21593,4956,46,424.427,457.368,0,1.047,1.427,2.508,4.823,9.933,0.071
21594,4956,47,424.693,457.776,0,1.021,1.426,2.553,5.078,10.979,0.071
21595,4957,46,144.612,472.859,0,0.588,1.278,2.055,3.611,6.798,0.038
21596,4957,47,143.605,472.326,0,0.900,1.424,2.536,4.981,10.554,0.104
21597,4957,48,143.933,471.949,0,0.793,1.487,2.802,5.920,13.659,0.088
21598,4957,49,143.502,471.740,0,0.944,1.505,2.823,5.878,13.252,0.068
21599,4957,50,143.603,471.925,0,0.931,1.611,3.186,6.941,16.222,0.018
21600,4957,51,143.276,471.916,0,1.547,1.413,2.499,4.892,10.381,0.014
21601,4957,52,143.421,472.121,0,1.495,1.546,2.952,6.230,14.174,0.014
21602,4957,53,141.987,471.682,0,0.852,1.480,2.754,5.702,12.827,0.097
21603,4958,46,496.562,480.135,0,1.038,1.636,3.283,7.237,17.079,0.017
21604,4958,47,495.767,481.468,0,0.911,1.599,3.158,6.909,16.307,0.027
21605,4958,48,496.089,481.212,0,0.955,1.392,2.454,4.817,10.306,0.098
21606,4959,46,155.737,482.294,0,0.880,1.537,2.936,6.205,14.156,0.078
21607,4959,47,157.271,483.666,0,0.797,1.506,2.838,5.961,13.613,0.077
21608,4960,46,974.977,492.526,0,0.690,1.282,2.079,3.717,7.195,0.050
21609,4960,47,975.946,492.285,0,0.769,1.361,2.338,4.451,9.191,0.123
21610,4961,46,686.610,496.330,0,0.665,1.372,2.361,4.482,9.193,0.083
21611,4961,47,687.012,497.966,0,0.721,1.343,2.307,4.426,9.286,0.109
21612,4962,46,79.369,504.773,0,0.800,1.455,2.617,5.184,11.067,0.098
21613,4962,47,79.185,504.822,0,0.894,1.360,2.316,4.340,8.771,0.113
21614,4962,48,77.348,506.127,0,1.119,1.480,2.709,5.465,11.866,0.048
21615,4962,49,78.608,505.765,0,0.892,1.304,2.139,3.869,7.586,0.063
21616,4962,50,79.648,505.040,0,1.091,1.325,2.219,4.121,8.331,0.055
21617,4962,51,79.202,504.974,0,1.030,1.420,2.533,5.007,10.733,0.083
21618,4962,52,78.583,505.573,0,0.936,1.322,2.168,3.874,7.397,0.066
21619,4962,53,78.006,505.407,0,0.987,1.358,2.326,4.413,9.091,0.067
21620,4963,46,448.392,508.518,0,0.743,1.465,2.678,5.444,12.029,0.076
21621,4963,47,448.045,504.358,0,0.779,1.571,3.087,6.710,15.700,0.024
21622,4964,46,34.225,518.433,0,0.648,1.309,2.246,4.388,9.565,0.066
21623,4964,47,34.010,520.360,0,0.801,1.478,2.719,5.528,12.136,0.085
21624,4964,48,34.189,521.483,0,0.847,1.499,2.780,5.676,12.469,0.099
21625,4964,49,33.574,523.046,0,0.827,1.457,2.689,5.547,12.462,0.109
21626,4964,50,34.565,523.331,0,0.831,1.543,2.978,6.370,14.687,0.035
21627,4964,51,33.771,523.652,0,0.782,1.363,2.369,4.604,9.787,0.113
21628,4965,46,676.708,520.372,0,0.723,1.487,2.827,6.048,14.155,0.056
21629,4965,47,678.333,520.151,0,0.969,1.503,2.801,5.788,12.966,0.079
21630,4965,48,677.790,518.497,0,1.155,1.498,2.791,5.753,12.817,0.043
21631,4966,46,667.606,521.471,0,0.778,1.408,2.507,5.004,10.952,0.113
21632,4966,47,668.800,519.495,0,1.677,1.477,2.711,5.495,12.015,0.005
21633,4966,48,670.817,520.561,0,0.722,1.230,1.929,3.343,6.314,0.018
21634,4966,49,668.895,519.693,0,1.088,1.472,2.679,5.371,11.597,0.066
21635,4967,46,283.190,534.653,0,0.800,1.474,2.767,5.823,13.367,0.087
21636,4967,47,286.742,534.079,0,1.184,1.542,2.958,6.278,14.366,0.027
21637,4968,46,519.237,534.420,0,1.306,1.356,2.294,4.266,8.547,0.035
21638,4968,47,518.981,534.142,0,0.904,1.367,2.366,4.551,9.531,0.117
21639,4969,46,702.568,534.413,0,0.804,1.356,2.311,4.355,8.901,0.100
21640,4969,47,698.946,532.957,0,0.900,1.531,2.923,6.180,14.095,0.081
21641,4970,46,338.353,537.439,0,1.255,1.479,2.702,5.432,11.754,0.032
21642,4970,47,339.869,539.957,0,0.810,1.506,2.868,6.091,14.031,0.078
21643,4971,46,561.312,540.806,0,1.106,1.487,2.779,5.792,13.137,0.055
21644,4971,47,559.708,539.446,0,0.700,1.334,2.243,4.157,8.322,0.093
21645,4972,46,431.466,543.019,0,0.721,1.390,2.441,4.793,10.307,0.108
21646,4972,47,431.163,543.545,0,0.856,1.393,2.423,4.642,9.600,0.125
21647,4973,46,489.325,543.909,0,0.959,1.378,2.371,4.482,9.115,0.093
21648,4973,47,488.491,542.241,0,0.716,1.360,2.333,4.433,9.138,0.108
